DeviceTimestamp,V,W,K,L
2025-05-13 14:09:25.055,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.111,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.166,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.222,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.277,6.7,20.1,8.2,9.4
2025-05-13 14:09:25.333,6.7,20.1,8.2,9.4
2025-05-13 14:09:25.388,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.444,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.500,6.7,20.1,8.8,9.4
2025-05-13 14:09:25.555,6.7,20.1,8.2,9.4
2025-05-13 14:09:25.611,6.7,20.1,8.2,9.4
2025-05-13 14:09:25.666,7.5,20.1,8.2,9.4
2025-05-13 14:09:25.722,,,,
2025-05-13 14:14:23.000,7.5,26.9,6.3,9.4
2025-05-13 14:14:23.055,7.5,25.8,6.9,9.4
2025-05-13 14:14:23.111,7.5,24.6,6.9,9.4
2025-05-13 14:14:23.166,7.5,23.5,7.6,9.4
2025-05-13 14:14:23.222,7.5,23.5,7.6,9.4
2025-05-13 14:14:23.277,7.5,22.4,7.6,9.4
2025-05-13 14:14:23.333,7.5,22.4,7.6,9.4
2025-05-13 14:14:23.388,7.5,22.4,7.6,9.4
2025-05-13 14:14:23.444,7.5,22.4,8.2,9.4
2025-05-13 14:14:23.500,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.555,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.611,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.666,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.722,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.777,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.833,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.888,7.5,21.3,8.2,9.4
2025-05-13 14:14:23.944,7.5,21.3,8.2,9.4
2025-05-13 14:14:24.000,7.5,21.3,8.2,9.4
2025-05-13 14:14:24.055,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.111,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.166,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.222,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.277,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.333,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.388,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.444,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.500,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.555,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.611,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.666,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.722,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.777,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.833,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.888,7.5,20.1,8.2,9.4
2025-05-13 14:14:24.944,7.5,20.1,8.2,9.4
2025-05-13 14:14:25.000,7.5,20.1,8.2,9.4
2025-05-13 14:14:25.055,7.5,20.1,8.2,9.4
2025-05-13 14:14:25.111,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.166,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.222,7.5,20.1,8.2,9.4
2025-05-13 14:14:25.277,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.333,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.388,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.444,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.500,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.555,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.611,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.666,7.5,20.1,8.8,9.4
2025-05-13 14:14:25.722,,,,
2025-05-13 14:19:23.000,8.3,28.0,6.3,9.4
2025-05-13 14:19:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:19:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:19:23.166,8.3,23.5,7.6,9.4
2025-05-13 14:19:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:19:23.277,8.3,23.5,7.6,9.4
2025-05-13 14:19:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:19:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:19:23.444,7.5,22.4,8.2,9.4
2025-05-13 14:19:23.500,7.5,22.4,8.2,9.4
2025-05-13 14:19:23.555,7.5,22.4,8.2,9.4
2025-05-13 14:19:23.611,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.666,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.722,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.777,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.833,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.888,7.5,21.3,8.2,9.4
2025-05-13 14:19:23.944,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.000,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.055,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.111,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.166,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.222,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.277,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.333,7.5,21.3,8.2,9.4
2025-05-13 14:19:24.388,7.5,21.3,8.8,9.4
2025-05-13 14:19:24.444,7.5,20.1,8.2,9.4
2025-05-13 14:19:24.500,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.555,7.5,21.3,8.8,9.4
2025-05-13 14:19:24.611,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.666,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.722,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.777,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.833,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.888,7.5,20.1,8.8,9.4
2025-05-13 14:19:24.944,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.000,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.055,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.111,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.166,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.222,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.277,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.333,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.388,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.444,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.500,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.555,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.611,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.666,7.5,20.1,8.8,9.4
2025-05-13 14:19:25.722,,,,
2025-05-13 14:24:23.000,8.3,26.9,6.9,9.4
2025-05-13 14:24:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:24:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:24:23.166,8.3,23.5,7.6,9.4
2025-05-13 14:24:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:24:23.277,8.3,23.5,7.6,9.4
2025-05-13 14:24:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:24:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:24:23.444,8.3,22.4,8.2,9.4
2025-05-13 14:24:23.500,8.3,22.4,8.2,9.4
2025-05-13 14:24:23.555,8.3,22.4,8.2,9.4
2025-05-13 14:24:23.611,7.5,21.3,8.2,9.4
2025-05-13 14:24:23.666,8.3,21.3,8.2,9.4
2025-05-13 14:24:23.722,8.3,21.3,8.2,9.4
2025-05-13 14:24:23.777,7.5,21.3,8.2,9.4
2025-05-13 14:24:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:24:23.888,7.5,21.3,8.2,9.4
2025-05-13 14:24:23.944,7.5,21.3,8.2,9.4
2025-05-13 14:24:24.000,8.3,21.3,8.2,9.4
2025-05-13 14:24:24.055,7.5,21.3,8.2,9.4
2025-05-13 14:24:24.111,7.5,21.3,8.2,9.4
2025-05-13 14:24:24.166,8.3,21.3,8.2,9.4
2025-05-13 14:24:24.222,7.5,21.3,8.2,9.4
2025-05-13 14:24:24.277,7.5,21.3,8.8,9.4
2025-05-13 14:24:24.333,8.3,21.3,8.8,9.4
2025-05-13 14:24:24.388,7.5,21.3,8.8,9.4
2025-05-13 14:24:24.444,7.5,21.3,8.8,9.4
2025-05-13 14:24:24.500,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.555,7.5,21.3,8.8,9.4
2025-05-13 14:24:24.611,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.666,8.3,20.1,8.8,9.4
2025-05-13 14:24:24.722,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.777,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.833,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.888,7.5,20.1,8.8,9.4
2025-05-13 14:24:24.944,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.000,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.055,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.111,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.166,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.222,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.277,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.333,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.388,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.444,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.500,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.555,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.611,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.666,7.5,20.1,8.8,9.4
2025-05-13 14:24:25.722,,,,
2025-05-13 14:29:23.000,8.3,26.9,6.9,9.4
2025-05-13 14:29:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:29:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:29:23.166,8.3,24.6,7.6,9.4
2025-05-13 14:29:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:29:23.277,8.3,23.5,7.6,9.4
2025-05-13 14:29:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.444,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.500,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.555,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.611,8.3,22.4,8.2,9.4
2025-05-13 14:29:23.666,8.3,21.3,8.2,9.4
2025-05-13 14:29:23.722,8.3,21.3,8.2,9.4
2025-05-13 14:29:23.777,8.3,21.3,8.2,9.4
2025-05-13 14:29:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:29:23.888,8.3,21.3,8.2,9.4
2025-05-13 14:29:23.944,8.3,21.3,8.2,9.4
2025-05-13 14:29:24.000,8.3,21.3,8.2,9.4
2025-05-13 14:29:24.055,8.3,21.3,8.2,9.4
2025-05-13 14:29:24.111,8.3,21.3,8.2,9.4
2025-05-13 14:29:24.166,8.3,21.3,8.2,9.4
2025-05-13 14:29:24.222,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.277,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.333,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.388,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.444,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.500,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.555,8.3,20.1,8.8,9.4
2025-05-13 14:29:24.611,7.5,21.3,8.8,9.4
2025-05-13 14:29:24.666,8.3,20.1,8.8,9.4
2025-05-13 14:29:24.722,7.5,21.3,8.8,9.4
2025-05-13 14:29:24.777,8.3,21.3,8.8,9.4
2025-05-13 14:29:24.833,8.3,20.1,8.8,9.4
2025-05-13 14:29:24.888,7.5,21.3,8.8,9.4
2025-05-13 14:29:24.944,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.000,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.055,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.111,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.166,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.222,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.277,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.333,7.5,20.1,8.8,9.4
2025-05-13 14:29:25.388,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.444,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.500,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.555,8.3,20.1,8.8,9.4
2025-05-13 14:29:25.611,7.5,20.1,8.8,9.4
2025-05-13 14:29:25.666,7.5,20.1,8.8,9.4
2025-05-13 14:29:25.722,,,,
2025-05-13 14:34:23.000,8.3,26.9,6.9,9.4
2025-05-13 14:34:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:34:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:34:23.166,8.3,23.5,7.6,9.4
2025-05-13 14:34:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:34:23.277,8.3,23.5,7.6,9.4
2025-05-13 14:34:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:34:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:34:23.444,8.3,22.4,8.2,9.4
2025-05-13 14:34:23.500,8.3,22.4,8.2,9.4
2025-05-13 14:34:23.555,8.3,22.4,8.2,9.4
2025-05-13 14:34:23.611,8.3,21.3,8.2,9.4
2025-05-13 14:34:23.666,8.3,21.3,8.2,9.4
2025-05-13 14:34:23.722,7.5,21.3,8.2,9.4
2025-05-13 14:34:23.777,8.3,21.3,8.2,9.4
2025-05-13 14:34:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:34:23.888,8.3,21.3,8.2,9.4
2025-05-13 14:34:23.944,8.3,21.3,8.2,9.4
2025-05-13 14:34:24.000,8.3,21.3,8.2,9.4
2025-05-13 14:34:24.055,7.5,21.3,8.2,9.4
2025-05-13 14:34:24.111,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.166,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.222,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.277,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.333,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.388,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.444,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.500,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.555,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.611,8.3,21.3,8.8,9.4
2025-05-13 14:34:24.666,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.722,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.777,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.833,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.888,8.3,20.1,8.8,9.4
2025-05-13 14:34:24.944,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.000,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.055,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.111,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.166,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.222,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.277,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.333,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.388,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.444,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.500,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.555,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.611,8.3,20.1,8.8,9.4
2025-05-13 14:34:25.666,,,,
2025-05-13 14:34:25.722,,,,
2025-05-13 14:39:23.000,9.2,28.0,6.9,9.4
2025-05-13 14:39:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:39:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:39:23.166,8.3,24.6,7.6,9.4
2025-05-13 14:39:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:39:23.277,8.3,23.5,8.2,9.4
2025-05-13 14:39:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.444,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.500,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.555,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.611,8.3,22.4,8.2,9.4
2025-05-13 14:39:23.666,8.3,21.3,8.2,9.4
2025-05-13 14:39:23.722,8.3,21.3,8.2,9.4
2025-05-13 14:39:23.777,8.3,21.3,8.2,9.4
2025-05-13 14:39:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:39:23.888,8.3,21.3,8.2,9.4
2025-05-13 14:39:23.944,8.3,21.3,8.2,9.4
2025-05-13 14:39:24.000,8.3,21.3,8.2,9.4
2025-05-13 14:39:24.055,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.111,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.166,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.222,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.277,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.333,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.388,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.444,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.500,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.555,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.611,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.666,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.722,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.777,8.3,21.3,8.8,9.4
2025-05-13 14:39:24.833,8.3,20.1,8.8,9.4
2025-05-13 14:39:24.888,8.3,20.1,8.8,9.4
2025-05-13 14:39:24.944,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.000,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.055,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.111,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.166,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.222,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.277,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.333,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.388,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.444,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.500,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.555,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.611,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.666,8.3,20.1,8.8,9.4
2025-05-13 14:39:25.722,,,,
2025-05-13 14:44:23.000,9.2,26.9,6.9,9.4
2025-05-13 14:44:23.055,8.3,25.8,7.6,9.4
2025-05-13 14:44:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:44:23.166,8.3,24.6,7.6,9.4
2025-05-13 14:44:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:44:23.277,8.3,23.5,8.2,9.4
2025-05-13 14:44:23.333,8.3,23.5,8.2,9.4
2025-05-13 14:44:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.444,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.500,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.555,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.611,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.666,8.3,22.4,8.2,9.4
2025-05-13 14:44:23.722,8.3,21.3,8.2,9.4
2025-05-13 14:44:23.777,8.3,21.3,8.2,9.4
2025-05-13 14:44:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:44:23.888,8.3,21.3,8.2,9.4
2025-05-13 14:44:23.944,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.000,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.055,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.111,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.166,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.222,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.277,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.333,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.388,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.444,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.500,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.555,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.611,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.666,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.722,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.777,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.833,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.888,8.3,21.3,8.8,9.4
2025-05-13 14:44:24.944,8.3,21.3,8.8,9.4
2025-05-13 14:44:25.000,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.055,8.3,21.3,8.8,9.4
2025-05-13 14:44:25.111,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.166,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.222,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.277,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.333,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.388,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.444,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.500,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.555,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.611,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.666,8.3,20.1,8.8,9.4
2025-05-13 14:44:25.722,,,,
2025-05-13 14:49:23.000,8.3,28.0,6.9,9.4
2025-05-13 14:49:23.055,8.3,25.8,6.9,9.4
2025-05-13 14:49:23.111,8.3,24.6,7.6,9.4
2025-05-13 14:49:23.166,8.3,23.5,7.6,9.4
2025-05-13 14:49:23.222,8.3,23.5,7.6,9.4
2025-05-13 14:49:23.277,8.3,22.4,7.6,9.4
2025-05-13 14:49:23.333,8.3,22.4,8.2,9.4
2025-05-13 14:49:23.388,8.3,22.4,8.2,9.4
2025-05-13 14:49:23.444,7.5,22.4,8.2,9.4
2025-05-13 14:49:23.500,7.5,22.4,8.2,9.4
2025-05-13 14:49:23.555,8.3,21.3,8.2,9.4
2025-05-13 14:49:23.611,8.3,21.3,8.2,9.4
2025-05-13 14:49:23.666,7.5,21.3,8.2,9.4
2025-05-13 14:49:23.722,7.5,21.3,8.2,9.4
2025-05-13 14:49:23.777,8.3,21.3,8.2,9.4
2025-05-13 14:49:23.833,8.3,21.3,8.2,9.4
2025-05-13 14:49:23.888,7.5,21.3,8.2,9.4
2025-05-13 14:49:23.944,8.3,21.3,8.2,9.4
2025-05-13 14:49:24.000,8.3,21.3,8.2,9.4
2025-05-13 14:49:24.055,7.5,21.3,8.2,9.4
2025-05-13 14:49:24.111,7.5,21.3,8.2,9.4
2025-05-13 14:49:24.166,7.5,21.3,8.2,9.4
2025-05-13 14:49:24.222,7.5,21.3,8.2,9.4
2025-05-13 14:49:24.277,7.5,21.3,8.8,9.4
2025-05-13 14:49:24.333,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.388,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.444,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.500,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.555,8.3,20.1,8.8,9.4
2025-05-13 14:49:24.611,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.666,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.722,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.777,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.833,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.888,7.5,20.1,8.8,9.4
2025-05-13 14:49:24.944,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.000,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.055,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.111,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.166,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.222,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.277,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.333,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.388,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.444,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.500,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.555,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.611,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.666,7.5,20.1,8.8,9.4
2025-05-13 14:49:25.722,,,,
2025-05-13 14:54:23.000,10.0,24.6,6.9,8.4
2025-05-13 14:54:23.055,10.0,23.5,7.6,9.4
2025-05-13 14:54:23.111,10.0,23.5,7.6,8.4
2025-05-13 14:54:23.166,10.0,22.4,7.6,8.4
